1stFlrSF,2ndFlrSF,3SsnPorch,Alley_Grvl,Alley_Pave,AsphShn,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtUnfSF,CentralAir_Y,Cond_Artery,Cond_Feedr,Cond_Norm,Cond_PosA,Cond_PosN,Cond_RRAe,Cond_RRAn,Cond_RRNe,Cond_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExAsbShng,ExBrkComm,ExBrkFace,ExCBlock,ExCemntBd,ExHdBoard,ExImStucc,ExMetalSd,ExPlywood,ExStone,ExStucco,ExVinylSd,ExWdSdng,ExWdShng,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior2nd_Other,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_AllPub,Utilities_NoSeWa,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1210,1242,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,281,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,683,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1998.0,2452,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,302,1,0,0,1,0,0,0,0,1,1,0,0,16226,0,0,0,0,1,66.0,0,0,1,0,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1028,1,0,208,1998,1999,2007,267000
1541,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1541,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,843,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2001.0,1541,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,303,1,0,0,1,0,0,0,0,1,1,0,0,13704,1,0,0,0,0,118.0,1,0,0,0,0,20,0,0,0,1,0,150.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1541,1,0,468,2001,2002,2006,205000
894,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,894,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,552,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1975.0,894,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,304,1,0,0,0,1,0,0,0,1,1,0,0,9800,1,0,0,0,0,70.0,0,0,0,1,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,894,1,0,256,1972,1972,2006,149900
1675,1818,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,870,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2003.0,3493,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,305,1,0,0,1,0,0,0,0,1,1,0,0,18386,0,0,0,0,1,87.0,0,0,0,1,0,75,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10,1470,1,0,302,1880,2002,2008,295000
2000,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1464,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,888,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2004.0,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,306,1,0,0,1,0,0,0,0,1,1,0,0,10386,0,0,0,0,1,80.0,0,0,0,1,0,20,0,0,0,1,0,246.0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,2000,1,0,168,2004,2005,2007,305900
1122,1121,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,700,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,224,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,746,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1990.0,2243,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,307,1,0,0,1,0,0,0,0,1,1,0,0,13474,0,0,0,0,1,116.0,0,0,0,1,0,60,0,0,0,1,0,246.0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,700,1,0,127,1990,1991,2007,225000
1035,371,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,319,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.5061638868744,1406,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,308,1,0,1,0,0,0,0,0,1,1,0,0,7920,0,0,0,0,1,70.04995836802665,1,0,0,0,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,7,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,319,1,0,0,1920,1950,2008,89500
861,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,539,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1961.0,861,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,309,1,0,0,0,1,0,0,0,1,1,0,0,12342,0,0,0,0,1,70.04995836802665,1,0,0,0,0,30,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,861,1,0,158,1940,1950,2009,82500
1944,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1274,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,708,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2003.0,1944,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,310,1,1,0,0,0,0,0,0,1,1,0,0,12378,0,0,0,0,1,90.0,1,0,0,0,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,175,5,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1896,1,0,208,2003,2004,2006,360000
697,804,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,518,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,420,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1993.0,1501,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,311,1,0,0,1,0,0,0,0,1,1,0,0,7685,0,0,0,0,1,70.04995836802665,1,0,0,0,0,60,0,0,0,1,0,112.0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,697,1,0,190,1993,1994,2006,165600
972,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,680,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,240,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1948.0,972,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,312,1,0,0,0,1,0,0,0,1,1,0,0,8000,0,0,0,0,1,50.0,0,0,0,1,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,972,1,0,0,1948,2002,2009,132000
793,325,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,507,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,286,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,410,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1939.0,1118,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,313,1,0,0,0,1,0,0,0,1,1,0,0,7800,0,0,0,0,1,65.0,0,0,0,1,0,190,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,271,0,1,5,793,1,0,0,1939,1950,2006,119900
2036,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1236,820,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,513,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1965.0,2036,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,314,1,0,0,0,1,0,0,1,0,0,0,1,215245,0,0,0,0,1,150.0,0,0,1,0,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,2136,1,0,0,1965,1965,2009,375000
832,809,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,712,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,546,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1925.0,1641,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,315,1,1,0,0,0,0,0,0,1,1,0,0,9600,0,0,0,0,1,60.0,0,0,0,1,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,728,1,0,0,1925,1990,2006,178000
716,716,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,425,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,291,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,432,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2004.0,1432,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,316,1,0,0,1,0,0,0,0,1,1,0,0,7795,0,0,0,0,1,71.0,1,0,0,0,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,716,1,0,100,2004,2005,2009,188500
1153,1200,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,692,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,153,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,484,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1983.0,2353,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,317,1,1,0,0,0,0,0,0,1,1,0,0,13005,1,0,0,0,0,94.0,1,0,0,0,0,60,0,0,0,1,0,278.0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10,845,1,0,288,1980,1980,2009,260000
1088,871,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1088,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1025,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2006.0,1959,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,318,1,0,0,1,0,0,0,0,1,1,0,0,9000,0,0,0,0,1,75.0,0,0,0,1,0,60,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1088,1,0,208,2006,2006,2007,270000
1372,1274,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,987,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,360,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,656,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1993.0,2646,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,319,1,0,0,1,0,0,0,1,0,0,1,0,9900,0,0,0,0,1,90.0,0,0,0,1,0,60,0,0,0,1,0,256.0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1347,1,0,340,1993,1993,2009,260000
1472,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1036,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,588,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1980.0,1472,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,320,1,0,0,0,1,0,0,0,1,1,0,0,14115,0,0,0,0,1,70.04995836802665,0,0,0,1,0,80,0,0,0,1,0,225.0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1372,1,0,233,1980,1980,2009,187500
1249,1347,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1249,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,840,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2006.0,2596,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,321,1,0,0,1,0,0,0,0,1,1,0,0,16259,1,0,0,0,0,111.0,0,0,0,1,0,60,0,0,0,1,0,370.0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154,5,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9,1249,1,0,240,2006,2006,2006,342643
