Id,SalePrice,GrLivArea,OverallQual,nbh_score,ExterQual,KitchenQual,TotRmsAbvGrd,BsmtQual,TotalBsmtSF,GarageCars,GarageArea,1stFlrSF,YearRemodAdd,FullBath,GarageFinish,Fireplaces,YearBuilt,MasVnrArea,GarageYrBlt,Foundation PConc,LotArea,MSSubClass 60,HeatingQC,LotFrontage,MasVnrType None,BsmtFinSF1,2ndFlrSF,gen_discount,SaleType New,BsmtExposure,SaleCondition Partial,GarageType Detchd,MasVnrType Stone,MSZoning RM,WoodDeckSF,PavedDrive,RoofMatl WdShngl,MSZoning RL,BsmtFinType1,ExVinylSd,HalfBath,Foundation CBlock,RoofStyle Gable,LotShape Reg,OpenPorchSF,RoofStyle Hip,HouseStyle 2Story,CentralAir N,GarageType Attchd,GarageQual,BsmtUnfSF,gen_loudness,Foundation BrkTil,MSSubClass 30,Electrical SBrkr,SaleType WD,LotShape IR1,BsmtCond,MasVnrType BrkFace,BsmtFullBath,ExMetalSd,GarageType BuiltIn,Electrical FuseA,LotConfig CulDSac,BedroomAbvGr,HouseStyle 1.5Fin,RoofMatl CompShg,HouseStyle 2.5Fin,SaleCondition Normal,BldgType 1Fam,EnclosedPorch,LotShape IR2,MSSubClass 50,ExWdSdng,GarageCond
11,129500.0,1040,5,1,3,3,5,3,1040.0,1.0,384.0,1040,1965,1,3,0,1965,0.0,1965.0,0,11200,0,1,70.0,1,906.0,0,0,0,4,0,1,0,0,0,1,0,1,4,0,0,1,0,1,0,1,0,1,0,3,134.0,4,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
12,345000.0,2324,9,3,1,1,11,1,1175.0,3.0,736.0,1182,2006,3,1,2,2005,286.0,2005.0,1,11924,1,1,85.0,0,998.0,1142,6,1,4,1,0,1,0,147,1,0,1,1,0,0,0,0,0,21,1,1,1,0,3,177.0,4,0,0,1,0,1,3,0,1.0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,3
13,144000.0,912,5,1,3,3,4,3,912.0,1.0,352.0,912,1962,1,3,0,1962,0.0,1962.0,0,12968,0,3,69.30579531442663,1,737.0,0,0,0,4,0,1,0,0,140,1,0,1,2,0,0,1,0,0,0,1,0,1,0,3,175.0,4,0,0,1,1,0,3,0,1.0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,3
14,279500.0,1494,7,2,2,2,7,2,1494.0,3.0,840.0,1494,2007,2,2,1,2006,306.0,2006.0,1,10652,0,1,91.0,0,0.0,0,6,1,2,1,0,1,0,160,1,0,1,6,1,0,0,1,0,33,0,0,1,1,3,1494.0,4,0,0,1,0,1,3,0,0.0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3
15,157000.0,1253,6,1,3,3,5,3,1253.0,1.0,352.0,1253,1960,1,2,1,1960,212.0,1960.0,0,10920,0,3,69.30579531442663,0,733.0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,1,1,0,0,213,1,0,1,1,3,520.0,4,0,0,1,1,1,3,1,1.0,1,0,0,0,2,0,1,0,1,1,176,0,0,0,3
16,132000.0,854,7,1,3,3,5,3,832.0,2.0,576.0,854,2001,1,3,0,1929,0.0,1991.0,0,6120,0,1,51.0,1,0.0,0,0,0,4,0,1,0,1,48,1,0,0,6,0,0,0,1,1,112,0,0,1,0,3,832.0,6,1,0,0,1,0,3,0,0.0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,3
17,149000.0,1004,6,1,3,3,5,3,1004.0,2.0,480.0,1004,1970,1,1,1,1970,180.0,1970.0,0,11241,0,1,69.30579531442663,0,578.0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,1,3,426.0,4,0,0,1,1,1,3,1,1.0,0,0,0,1,2,0,1,0,1,1,0,0,0,1,3
18,90000.0,1296,4,1,3,3,6,3,0.0,2.0,516.0,1296,1967,2,3,0,1967,0.0,1967.0,0,10791,0,3,72.0,1,0.0,0,0,0,4,0,0,0,0,0,1,0,1,6,0,0,0,1,1,0,0,0,1,0,3,0.0,4,0,0,1,1,0,3,0,0.0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3
19,159000.0,1114,5,2,3,2,6,3,1114.0,2.0,576.0,1114,2004,1,3,0,2004,0.0,2004.0,1,13695,0,1,66.0,1,646.0,0,0,0,4,0,1,0,0,0,1,0,1,1,1,1,0,1,1,102,0,0,1,0,3,468.0,6,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
20,139000.0,1339,5,1,3,3,6,3,1029.0,1.0,294.0,1339,1965,1,3,0,1958,0.0,1958.0,0,7560,0,3,70.0,1,504.0,0,-1,0,4,0,0,0,0,0,1,0,1,5,0,0,1,0,1,0,1,0,1,1,3,525.0,4,0,0,1,0,0,3,0,0.0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3
21,325300.0,2376,8,3,2,2,9,1,1158.0,3.0,853.0,1158,2006,3,2,1,2005,380.0,2005.0,1,14215,1,1,101.0,0,0.0,1218,6,1,2,1,0,0,0,240,1,0,1,6,1,1,0,1,0,154,0,1,1,0,3,1158.0,4,0,0,1,0,1,3,1,0.0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,3
22,139400.0,1108,7,1,3,2,6,3,637.0,1.0,280.0,1108,1950,1,3,1,1930,0.0,1930.0,1,7449,0,1,57.0,1,0.0,0,0,0,4,0,0,0,1,0,3,0,0,6,0,0,0,1,1,0,0,0,1,1,3,637.0,6,0,0,0,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,205,0,0,1,3
23,230000.0,1795,8,2,2,2,7,2,1777.0,2.0,534.0,1795,2002,2,2,1,2002,281.0,2002.0,1,9742,0,1,75.0,0,0.0,0,0,0,4,0,0,0,0,171,1,0,1,6,1,0,0,0,1,159,1,0,1,1,3,1777.0,4,0,0,1,1,0,3,1,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
24,129900.0,1060,5,1,3,3,6,2,1040.0,2.0,572.0,1060,1976,1,3,1,1976,0.0,1976.0,1,4224,0,3,44.0,1,840.0,0,0,0,4,0,0,0,1,100,1,0,0,1,0,0,0,1,1,110,0,0,1,1,3,200.0,5,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,3
25,154000.0,1060,5,1,3,2,6,3,1060.0,1.0,270.0,1060,2001,1,3,1,1968,0.0,1968.0,0,8246,0,1,69.30579531442663,1,188.0,0,0,0,3,0,0,0,0,406,1,0,1,4,0,0,1,1,0,90,0,0,1,1,3,204.0,4,0,0,1,1,1,3,0,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
26,256300.0,1600,8,3,2,2,7,2,1566.0,3.0,890.0,1600,2007,2,2,1,2007,640.0,2007.0,1,14230,0,1,110.0,0,0.0,0,0,0,4,0,0,1,0,0,1,0,1,6,1,0,0,1,1,56,0,0,1,1,3,1566.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
27,134800.0,900,5,1,3,2,5,3,900.0,2.0,576.0,900,2000,1,3,0,1951,0.0,2005.0,0,7200,0,3,60.0,1,234.0,0,0,0,3,0,1,0,0,222,1,0,1,3,0,0,1,1,1,32,0,0,1,0,3,180.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,3
28,306000.0,1704,8,3,2,2,7,1,1704.0,3.0,772.0,1704,2008,2,2,1,2007,200.0,2008.0,1,11478,0,1,98.0,0,1218.0,0,0,0,4,0,0,1,0,0,1,0,1,1,1,0,0,1,1,50,0,0,1,1,3,486.0,4,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
29,207500.0,1600,5,1,3,3,6,3,1484.0,1.0,319.0,1600,1997,1,2,2,1957,0.0,1957.0,0,16321,0,3,47.0,1,1277.0,0,0,0,1,0,0,0,0,288,1,0,1,3,0,0,1,1,0,258,0,0,1,1,3,207.0,4,0,0,1,1,1,3,0,1.0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,3
30,68500.0,520,4,1,3,4,4,3,520.0,1.0,240.0,520,1950,1,3,0,1927,0.0,1920.0,0,6324,0,4,60.0,1,0.0,0,0,0,4,0,1,0,1,49,1,0,0,6,0,0,0,1,0,0,0,0,0,0,4,520.0,9,1,1,1,1,1,3,0,0.0,1,0,0,0,1,0,1,0,1,1,87,0,0,0,3
31,40000.0,1317,4,1,3,3,6,3,649.0,1.0,250.0,649,1950,1,3,0,1920,0.0,1920.0,0,8500,0,3,50.0,1,0.0,668,0,0,4,0,1,0,0,0,3,0,0,6,0,0,0,0,1,54,0,1,0,0,3,649.0,7,1,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,172,0,0,0,4
32,149350.0,1228,5,1,3,2,6,3,1228.0,1.0,271.0,1228,2006,1,3,0,1966,0.0,1966.0,0,8544,0,2,69.30579531442663,1,0.0,0,0,0,4,0,0,0,0,0,1,0,1,6,0,1,1,1,0,65,0,0,1,1,3,1228.0,4,0,0,1,1,1,3,0,0.0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,3
33,179900.0,1234,8,2,2,2,7,1,1234.0,2.0,484.0,1234,2007,2,2,0,2007,0.0,2007.0,1,11049,0,1,85.0,1,0.0,0,0,0,2,0,0,0,0,0,1,0,1,6,1,0,0,1,1,30,0,0,1,1,3,1234.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
34,165500.0,1700,5,1,3,2,6,3,1398.0,2.0,447.0,1700,1959,1,2,1,1959,0.0,1959.0,0,10552,0,2,70.0,1,1018.0,0,0,0,4,0,0,0,0,0,1,0,1,4,0,1,1,0,0,38,1,0,1,1,3,380.0,4,0,0,1,1,1,3,0,0.0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,3
35,277500.0,1561,9,3,1,1,6,1,1561.0,2.0,556.0,1561,2005,2,1,1,2005,246.0,2005.0,1,7313,0,1,60.0,0,1153.0,0,0,0,4,0,0,0,0,203,1,0,1,1,0,0,0,0,1,47,1,0,1,1,3,408.0,4,0,0,1,1,0,3,1,1.0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3
36,309000.0,2452,8,3,2,2,9,1,1117.0,3.0,691.0,1132,2005,3,1,1,2004,132.0,2004.0,1,13418,1,1,108.0,0,0.0,1320,0,0,2,0,0,1,0,113,1,0,1,6,1,1,0,1,1,32,0,1,1,0,3,1117.0,4,0,0,1,1,0,3,0,0.0,0,1,0,0,4,0,1,0,1,1,0,0,0,0,3
37,145000.0,1097,5,2,3,3,6,2,1097.0,2.0,672.0,1097,1995,1,3,0,1994,0.0,1995.0,1,10859,0,1,112.0,1,0.0,0,0,0,4,0,0,0,0,392,1,0,1,6,1,1,0,1,1,64,0,0,1,1,3,1097.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
38,153000.0,1297,5,1,3,3,5,3,1297.0,2.0,498.0,1297,1990,1,1,1,1954,650.0,1954.0,0,8532,0,2,74.0,0,1213.0,0,0,0,4,0,0,0,0,0,1,0,1,4,0,0,1,0,1,0,1,0,1,1,3,84.0,4,0,0,1,1,0,3,1,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,3
39,109000.0,1057,5,1,3,2,5,3,1057.0,1.0,246.0,1057,2007,1,3,0,1953,0.0,1953.0,0,7922,0,3,68.0,1,731.0,0,-1,0,4,0,1,0,0,0,1,0,1,1,1,0,1,1,1,52,0,0,1,0,3,326.0,4,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3
40,82000.0,1152,4,1,3,4,6,3,0.0,0.0,0.0,1152,1955,2,3,0,1955,0.0,1978.1134057971014,1,6040,0,3,65.0,1,0.0,0,-1,0,4,0,0,0,0,0,3,0,1,6,0,0,0,1,1,0,0,0,0,1,3,0.0,4,0,0,0,1,0,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
41,160000.0,1324,6,1,3,3,6,3,1088.0,2.0,440.0,1324,1965,2,2,1,1965,101.0,1965.0,0,8658,0,1,84.0,0,643.0,0,-1,0,4,0,0,0,0,0,1,0,1,4,0,0,1,1,1,138,0,0,1,1,3,445.0,4,0,0,1,1,0,3,1,0.0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,3
42,170000.0,1328,5,2,3,3,5,3,1350.0,1.0,308.0,1328,1959,1,2,2,1959,0.0,1959.0,0,16905,0,2,115.0,1,967.0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,1,1,1,1,104,0,0,1,1,3,383.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,3
43,144000.0,884,5,2,3,2,5,2,840.0,2.0,504.0,884,1983,1,2,0,1983,0.0,1983.0,0,9180,0,2,69.30579531442663,1,747.0,0,0,0,2,0,0,0,0,240,1,0,1,2,0,0,1,1,0,0,0,0,1,1,3,0.0,4,0,0,1,1,1,3,0,1.0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,2
44,130250.0,938,5,2,3,3,5,2,938.0,1.0,308.0,938,1980,1,3,0,1975,0.0,1977.0,0,9200,0,3,69.30579531442663,1,280.0,0,0,0,2,0,1,0,0,145,1,0,1,5,1,0,1,0,0,0,1,0,1,0,3,167.0,4,0,0,1,1,1,3,0,1.0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,3
45,141000.0,1150,5,1,3,3,6,3,1150.0,1.0,300.0,1150,1959,1,2,0,1959,0.0,1959.0,0,7945,0,1,70.0,1,179.0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,1,1,3,465.0,4,0,0,0,1,0,3,0,1.0,0,0,1,0,3,0,1,0,1,1,0,0,0,1,3
46,319900.0,1752,9,3,1,1,6,1,1752.0,2.0,576.0,1752,2005,2,2,1,2005,412.0,2005.0,1,7658,0,1,61.0,0,456.0,0,0,0,4,0,0,0,0,196,1,0,1,1,0,0,0,0,1,82,1,0,1,1,3,1296.0,4,0,0,1,1,0,3,1,1.0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3
47,239686.0,2149,7,1,2,2,6,1,1434.0,2.0,670.0,1518,2003,1,2,1,2003,0.0,2003.0,1,12822,0,1,48.0,1,1351.0,631,-1,0,4,0,0,0,0,168,1,0,1,1,1,1,0,1,0,43,0,0,1,1,3,83.0,4,0,0,1,1,1,3,0,1.0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,3
48,249700.0,1656,8,2,2,2,7,2,1656.0,3.0,826.0,1656,2006,2,2,0,2006,0.0,2006.0,1,11096,0,1,84.0,1,24.0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,146,0,0,1,1,3,1632.0,3,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
49,113000.0,1452,4,1,3,3,8,3,736.0,0.0,0.0,736,2008,2,3,0,1920,0.0,1978.1134057971014,0,4456,0,2,33.0,1,0.0,716,6,1,4,1,0,0,1,0,3,0,0,6,0,0,0,1,1,0,0,1,1,1,3,736.0,5,1,0,1,0,0,3,0,0.0,1,0,0,0,2,0,1,0,0,0,102,0,0,0,3
50,127000.0,955,5,1,3,3,6,3,955.0,1.0,386.0,955,1966,1,3,0,1966,0.0,1966.0,0,7742,0,1,66.0,1,763.0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,1,1,1,0,0,0,1,1,3,192.0,4,0,0,1,1,0,3,0,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
51,177000.0,1470,6,2,3,3,6,2,794.0,2.0,388.0,794,1997,2,1,0,1997,0.0,1997.0,1,13869,1,2,69.30579531442663,1,182.0,676,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,75,0,1,1,1,3,612.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,3
52,114500.0,1176,6,1,3,3,6,3,816.0,2.0,528.0,816,1950,1,3,1,1934,0.0,1985.0,1,6240,0,3,52.0,1,0.0,0,0,0,4,0,1,0,1,112,1,0,0,6,0,0,0,1,1,0,0,0,1,0,3,816.0,5,0,0,1,1,0,3,0,0.0,0,0,0,0,3,1,1,0,1,1,0,0,1,1,3
53,110000.0,816,5,1,4,3,5,2,816.0,2.0,516.0,816,1963,1,3,0,1963,0.0,1963.0,0,8472,0,3,110.0,1,104.0,0,0,0,1,0,0,0,1,106,1,0,0,5,0,0,1,1,0,0,0,0,0,0,3,0.0,7,0,0,1,1,0,3,0,1.0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,3
54,385000.0,1842,9,2,2,2,5,1,1842.0,3.0,894.0,1842,1987,0,1,1,1981,0.0,1981.0,0,50271,0,2,68.0,1,1810.0,0,0,0,1,0,0,0,0,857,1,1,1,1,0,1,1,1,0,72,0,0,1,1,3,32.0,4,0,0,1,1,1,3,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
55,130000.0,1360,5,1,3,3,6,3,384.0,2.0,572.0,1360,1955,1,3,1,1955,0.0,1962.0,0,7134,0,3,60.0,1,384.0,0,0,0,4,0,1,0,0,0,1,0,1,2,0,0,1,1,1,50,0,0,1,0,3,0.0,4,0,0,1,1,0,3,0,0.0,1,0,0,0,3,0,1,0,1,1,0,0,0,0,3
56,180500.0,1425,6,1,3,3,7,3,1425.0,2.0,576.0,1425,1964,2,2,1,1964,272.0,1964.0,0,10175,0,2,100.0,0,490.0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,1,1,3,935.0,4,0,0,1,1,1,3,1,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
57,172500.0,1739,8,2,2,2,7,2,970.0,2.0,480.0,983,2000,2,1,0,1999,456.0,1999.0,1,2645,0,1,24.0,0,649.0,756,-1,0,4,0,0,0,0,115,1,0,0,1,0,1,0,1,1,0,0,1,1,1,3,321.0,3,0,0,1,1,0,3,1,1.0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,3
58,196500.0,1720,7,2,2,2,7,2,860.0,2.0,565.0,860,2004,2,2,0,2004,0.0,2004.0,1,11645,1,1,89.0,1,0.0,860,0,0,4,0,0,0,0,0,1,0,1,6,1,1,0,1,0,70,0,1,1,1,3,860.0,4,0,0,1,1,1,3,0,0.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
59,438780.0,2945,10,3,1,2,10,1,1410.0,3.0,641.0,1426,2006,3,1,1,2006,1031.0,2006.0,1,13682,1,1,66.0,0,0.0,1519,6,1,1,1,0,0,0,192,1,0,1,6,1,1,0,0,0,0,1,1,1,0,3,1410.0,4,0,0,1,0,0,3,1,0.0,0,1,0,1,3,0,1,0,0,1,37,1,0,0,3
60,124900.0,780,5,2,3,3,4,3,780.0,1.0,352.0,780,1972,1,3,0,1972,0.0,1973.0,0,7200,0,1,60.0,1,632.0,0,0,0,2,0,1,0,0,196,1,0,1,2,0,0,1,1,1,0,0,0,1,0,3,148.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,3
61,158000.0,1158,6,2,3,2,5,2,1158.0,2.0,576.0,1158,2004,1,3,0,2004,0.0,2006.0,1,13072,0,1,63.0,1,941.0,0,6,1,4,1,1,0,0,0,1,0,1,2,1,1,0,1,1,50,0,0,1,0,3,217.0,6,0,0,1,0,0,3,0,1.0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3
62,101000.0,1111,5,1,3,4,6,3,530.0,1.0,288.0,581,1996,1,3,0,1920,0.0,1935.0,0,7200,0,3,60.0,1,0.0,530,0,0,4,0,1,0,1,0,3,0,0,6,0,0,0,1,1,0,0,0,0,0,3,530.0,5,1,0,1,1,0,4,0,0.0,1,0,0,0,3,0,1,0,1,1,144,0,0,0,3
63,202500.0,1370,8,3,2,2,6,2,1370.0,2.0,484.0,1370,2006,2,2,1,2006,178.0,2006.0,1,6442,0,1,44.0,0,24.0,0,0,0,3,0,0,1,0,120,1,0,1,1,1,0,0,1,0,49,0,0,1,1,3,1346.0,4,0,0,1,1,1,2,0,0.0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3
64,140000.0,1710,7,1,3,3,9,3,576.0,2.0,480.0,902,1950,2,3,0,1921,0.0,1990.0,0,10300,0,2,50.0,1,0.0,808,0,0,4,0,1,0,1,12,1,0,0,6,0,0,0,1,0,11,0,1,1,0,3,576.0,10,1,0,1,1,1,3,0,0.0,0,0,0,0,3,0,1,0,1,1,64,0,0,0,3
65,219500.0,2034,7,2,3,2,8,2,1057.0,2.0,645.0,1057,1998,2,2,0,1997,573.0,1998.0,1,9375,1,1,69.30579531442663,0,739.0,977,0,0,4,0,0,0,0,576,1,0,1,1,1,1,0,1,1,36,0,1,1,1,3,318.0,5,0,0,1,1,0,3,1,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
66,317000.0,2473,8,3,2,2,9,1,1143.0,3.0,852.0,1143,2005,2,2,1,2004,344.0,2004.0,1,9591,1,1,76.0,0,0.0,1330,0,0,2,0,0,0,0,192,1,0,1,6,1,1,0,1,1,151,0,1,1,0,3,1143.0,4,0,0,1,1,0,3,1,0.0,0,1,0,0,4,0,1,0,1,1,0,0,0,0,3
67,180000.0,2207,7,1,3,3,7,2,1947.0,2.0,576.0,2207,1989,2,2,1,1970,287.0,1970.0,0,19900,0,3,69.30579531442663,0,912.0,0,0,0,1,0,0,0,0,301,1,0,1,1,0,0,1,1,1,0,0,0,1,1,3,1035.0,0,0,0,1,1,0,3,1,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
68,226000.0,1479,7,2,2,2,7,2,1453.0,2.0,558.0,1479,2003,2,2,0,2003,167.0,2003.0,1,10665,0,1,72.0,0,1013.0,0,0,0,2,0,0,0,0,144,1,0,1,1,1,0,0,1,0,29,0,0,1,1,3,440.0,4,0,0,1,1,1,3,1,1.0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,3
69,80000.0,747,4,1,3,3,4,3,747.0,1.0,220.0,747,1950,1,3,0,1945,0.0,1945.0,0,4608,0,3,47.0,1,0.0,0,0,0,4,0,0,0,1,0,1,0,0,6,0,0,1,1,1,0,0,0,1,1,3,747.0,9,0,1,1,1,0,3,0,0.0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,3
70,225000.0,2287,7,2,2,3,7,3,1304.0,2.0,667.0,1304,1953,2,1,1,1953,0.0,1953.0,0,15593,0,3,81.0,1,603.0,983,0,0,4,0,0,0,0,0,1,0,1,3,0,0,1,1,1,21,0,0,1,1,3,701.0,4,0,0,1,1,0,3,0,0.0,0,0,0,0,3,1,1,0,1,1,114,0,1,0,3
